Day Number,Calanoid.copepods,Rotifers,Protozoa,Bacteria,Nanophytoplankton,Picophytoplankton,Filamentous.diatoms,Ostracods,Cyclopoids,Harpacticoids,Total.dissolved.inorganic.nitrogen,Soluble.reactive.phosphorus
1946.3,0,0.10582,0.003759,0.57417,0.077071,2.9146,0.28599,0.16861,0.010513,0.69705,9.7741,0.44588
1949.7,0,0.13654,0.13416,0.60516,0,0.023866,24.744,0.18539,0.016921,0.55709,9.1267,0.40409
1953.1,0,0.026696,0.13333,0.85628,0,0.041021,83.09,0.22285,0.014001,0.68732,7.9907,0.32005
1956.4,0,0.00010416,0.18361,1.1355,0,0.084877,414.36,0.27461,0.085553,0.79866,5.5533,0.099614
1959.8,0,0.003693,0.032486,1.0111,0,3.1956,233.75,0.68168,0.010881,0.26997,4.3149,0.01792
1963.1,0,0,0.43172,0.89769,0,30.668,2.8014,0.25625,0.012885,0.52395,4.1942,0.332
1966.5,0,0,0.062776,0.8375,0,38.894,0.043031,0.25289,0.0050811,0.53956,4.0723,0.63281
1969.8,0,0,0.00021211,0.81016,0,45.56,0,0.66829,0.012796,0.59548,3.4412,0.61728
1973.2,0,0.00080145,0,0.8539,0,60.949,0,0.31846,0.007362,0.70232,2.5886,0.54893
1976.5,0,0.0023499,0,0.5396,0,66.159,0,0.28674,0.0057811,0.51007,2.6618,0.40442
1979.8,0,0.014474,0.38173,0.36335,0,56.64,0,0.54055,0.0010912,0.6069,3.0973,0.25076
1983.2,0,0.64809,0.12416,0.23719,0,69.91,0,0.93493,0,0.4961,6.3619,0.49009
1986.6,0.0086424,1.7405,0.49547,0.23004,0.0082073,65.038,0,0.66987,0.00896,0.23275,13.654,1.0914
1989.9,0.025913,2.5756,1.3917,0.24665,0.028169,46.061,0,0.068493,0.026866,0.025342,21.475,1.7502
1993.3,0.015539,1.5118,0.83264,0.41324,0.039002,38.304,0,0.15485,0.01611,0.27261,27.084,2.227
1996.6,0,0.66259,0,0.57975,0.050409,31.54,0,0.68641,0.0011146,0.57603,25.516,2.0299
2000,0,1.6424,0,0.6023,0.067855,20.899,0,0.89866,0.00258,0.27076,14.87,0.87407
2003.3,0,0.68058,0.050214,0.79186,0.080392,13.345,5.7492,1.0458,0,0.25848,13.05,0.78188
2006.7,0,1.3555,0.076671,0.81777,0.09302,3.955,31.057,1.3428,0,0.24058,12.608,0.86432
2010,0,2.6082,0.066575,0.73438,0.10338,0.10815,37.902,1.2592,0.0011148,0.23593,13.117,0.98272
2013.3,0,3.8923,0.58701,0.66937,0.082792,0.033721,16.803,1.7883,0.0032327,0.64411,14.921,1.1468
2016.7,0,1.105,1.5517,0.79228,0,0,13.986,2.6764,0.00059308,0.44199,8.081,1.0002
2020.1,0,2.494,2.1237,0.62842,0,0.0046612,40.593,0.73183,0.0043,0.25151,2.9981,0.96302
2023.4,0,1.7287,0.24037,0.72575,0,0.01237,3.5588,0.66482,0.0069322,0.39025,2.8276,1.3031
2026.8,0,1.4287,1.0926,0.54884,0,7.15E-05,18.517,0.17188,0.017996,0.91497,2.7512,1.6595
2030.1,0.0017144,0.95371,0.44232,0.52062,0,0,0,0.28627,0.016527,0.81833,2.8541,1.6923
2033.5,0,1.6939,0.10059,0.41677,0,0.0032862,1.2696,2.7064,0.071932,0.67218,3.9585,1.1336
2036.8,0,1.9265,0.4672,0.33729,0,0.075924,29.334,0.98121,0.029762,0.52286,4.4403,0.88371
2040.2,0,0.98008,0.22458,0.24405,0.529,4.40E-05,10.559,1.3693,0.064332,0.62167,4.0455,0.9677
2043.5,0,2.6207,0.41589,0.25407,0.5782,0.0058053,10.496,0.33049,0.070044,0.70623,3.525,1.1229
2046.8,0,2.4123,0.46613,0.26854,0.60876,7.73E-05,9.6012,0.78268,0.018724,0.91008,2.9154,1.602
2050.2,0,1.3737,0.74953,0.35878,0.23643,0.005482,43.803,0.082068,0.040674,0.10202,2.4113,1.928
2053.6,0,0.30144,0.70643,0.33544,0.45573,0.0014615,37.338,0.59271,0.070754,0.12656,2.1116,1.457
2056.9,0,0.1777,0.69031,0.29072,0.087889,0.13143,13.116,0.50665,0.093487,0.28239,1.9341,0.85394
2060.3,0,0.077918,0.75704,0.4669,0.00056892,0.24232,8.3111,0.39167,0.095761,0.18469,4.0499,0.7479
2063.6,0,0.037971,0.82908,0.4055,9.19E-05,0.19246,7.6352,0.51595,0.12091,0.095711,8.3273,0.72243
2066.9,0,0.023829,1.2815,0.40158,0.078626,0.076963,5.4519,0.28777,0.17224,0.03411,7.892,0.70279
2070.3,0,0.008835,1.2458,0.58911,0.15082,0.010541,2.3757,0.35727,0.1723,0.05336,7.0589,0.69046
2073.7,0,0.0093666,0.63807,0.63996,0.40769,0,2.0049,0.39782,0.12369,0.050421,7.9318,0.80604
2077,0,0.00837,0.36919,0.53411,0.52295,0.030591,3.8676,0.23434,0.11254,0.084,9.6177,1.0206
2080.3,0.0015223,0.06751,0.31675,0.63903,0.38661,0.036673,6.4196,0.21703,0.17907,0.10877,9.2274,1.0115
2083.7,0.0023243,0.13167,0.2929,0.84658,0.16513,0.008224,8.1694,0.15978,0.18905,0.077055,7.4236,0.90999
2087.1,0,0.055857,0.22372,0.66578,0.056077,0.043797,11.015,0.034068,0.076405,0.091756,5.8397,0.79576
2090.4,0,0.046516,0.12836,0.51278,0.025504,0.049479,12.059,0.082884,0.047645,0.085019,4.1255,0.64281
2093.8,0,0.070161,0.15847,0.62535,0.00011583,0.00028585,4.164,0.08076,0.031388,0.021966,2.486,0.4842
2097.1,0,0.086625,0.2392,0.51196,0,0.043053,4.0341,0.083815,0.066695,0.071186,1.4468,0.37928
2100.4,0.042033,0.056341,0.17374,0.45612,0,0.033773,5.9244,0.12982,0.04361,0.16802,1.6328,0.36331
2103.8,0.28714,0.079302,0.16875,0.38177,0.015016,0.05871,2.4976,0.16138,0.10085,0.16562,4.2547,0.38669
2107.2,0.0058248,0.050515,0.48488,0.36617,0.094354,0.044663,3.782,0.018931,0.048717,0.071132,6.1464,0.40375
2110.5,0.0035055,0.089152,1.2645,0.40894,0.2819,0.0017018,6.9497,0.014318,0.16956,0.049191,6.999,0.41057
2113.8,0,0.085807,0.68744,0.50016,0.056703,0.053386,21.398,0.0060894,0.31589,0.019077,8.2553,0.4579
2117.2,0,0.081771,0.82908,0.31248,0.0010615,0.15286,89.663,0.0032663,0.085604,0.044281,11.333,1.0394
2120.6,0,0.023937,5.9132,0.41667,0.20381,0.12754,21.341,0.018868,0.13135,0.046786,12.684,1.3548
2123.9,0,0.17949,3.331,0.63847,0.44882,0.00035592,34.051,0.15408,0.049549,0.34304,9.257,0.9427
2127.3,0,0.089237,0.17472,0.54815,0.27065,0.08677,23.451,0.16538,0.022755,0.16574,6.7777,0.64656
2130.6,0,0.057895,4.1892,0.40582,0.43736,0.38968,38.233,0.14471,0.022163,0.19373,10.703,1.3053
2133.9,0,0.037245,1.7312,0.61434,0.93298,0.18746,15.916,0.25065,0.035067,0.095403,15.939,2.0605
2137.3,0,1.43,0.23293,0.83898,0.16151,0.011081,13.151,0.1206,0.058372,0.053196,19.461,2.3383
2140.7,0,1.7823,0.060162,1.0074,0.011462,0,182.7,0.031681,0.043033,0.020179,21.986,2.504
2144,0.00028518,1.0989,0.039698,0.916,0.040083,0.0098155,355.25,0.022844,0.0071107,0.012175,17.817,2.3281
2147.3,0.0033436,0.078262,0.041086,0.64171,0.14337,0.12573,378.71,0.030984,0.011597,0.05232,5.7939,1.8079
2150.7,0.002331,0.04877,0.24234,0.60438,0.11022,0.35395,477.81,0.027968,0.018901,0.03519,7.076,1.9246
2154.1,0.0028962,0.042579,0.24465,0.59556,0.041917,0.20746,1152.8,0.015473,0.026604,0.067349,12.119,2.2947
2157.4,0.014351,0.053561,0.12652,0.56089,0.19606,0.10632,960.28,0.015881,0.03066,0.081795,17.071,2.6064
2160.8,0.019802,0.07373,0.15866,0.46782,0.46152,0.12729,103.29,0.038035,0.039293,0.050439,21.901,2.9046
2164.1,0.019744,0.044395,0.16155,0.58437,0.52724,0.035308,61.54,0.054897,0.054473,0.057645,22.12,3.03
2167.4,0.024689,0.046685,0.063787,0.86742,0.56932,0.060202,76.999,0.047474,0.048141,0.038521,20.75,3.096
2170.8,0.038655,0.056364,0.05817,0.81679,0.57897,0.07138,100.89,0.044147,0.044132,0.036374,16.437,4.4025
2174.2,0.12079,0.019586,0.019268,1.1185,0.67187,0.074306,160.73,0.181,0.041473,0.13559,5.7722,9.2282
2177.5,0.17954,0.0087977,0,0.50222,0.70162,0.095322,137.67,0.067787,0.01756,0.029447,3.3614,9.1897
2180.8,1.0613,0.0084865,0,0.88006,0.28121,0.10322,50.594,0.11697,0.025137,0.13519,4.1041,2.551
2184.2,1.3669,0.018556,0,0.56975,0.029162,0.14708,2.3548,0.12432,0.034189,0.15647,17.024,0.18748
2187.6,0.45428,0.023073,0,0.54933,0.054331,0.45596,3.7491,0.030207,0.040552,0.013371,113.42,0.49942
2190.9,0.061572,0.012786,0,0.26554,0.038918,0.37058,16.758,0.00022262,0.00092294,1.33E-05,151.88,0.62179
2194.3,0.09673,0.00028655,0,0.52108,0.028344,0.17027,7.6374,0.0057425,0.015059,0.0042505,124.41,0.49022
2197.6,0.12561,0.00090047,0,0.56986,0.019985,0.28443,0.14806,0.0097503,0.026698,0.0077312,89.241,0.33394
2200.9,0.12856,0.001583,0.476,0.32736,0.087786,0.39318,0,0.022671,0.021399,0.0052794,43.42,0.1597
2204.3,0.13016,0.00055158,0.080583,0.17591,0.027648,0.51133,0,0.010453,0.023419,0.0026824,18.969,0.070065
2207.7,0.078666,0.0013457,0,0.22786,0.015018,0.37138,0,0.0044379,0.015501,0.0018087,36.677,0.077695
2211,0.037471,0.001541,0,0.52963,0.078854,0.51226,0,0.0057957,0.021292,0.0048375,60.62,0.09
2214.3,0.040611,0.0016763,3.3578,0.50833,1.4962,1.5164,0,0.0047283,0.049953,0.0028138,80.366,0.10688
2217.7,0.03122,0.0045883,1.0221,0.47535,0.53298,2.0565,0,0.0044108,0.034874,0.0055575,93.14,0.11988
2221.1,0.037056,0.03847,0.019318,0.47823,0.010317,7.435,0,0.004401,0.065603,0.0029627,76.352,0.099267
2224.4,0.10881,0.23199,0.0025039,0.5057,0,7.5783,0,0.0053516,0.032851,0.001401,49.499,0.071039
2227.8,0.086458,2.586,0.0061673,0.55204,0,6.8058,0,0.0020655,0.0089564,0.00083605,40.544,0.16504
2231.1,0.08501,3.006,0.029987,0.60771,0,8.5106,0,0.0023654,0.0070187,0.00019574,35.229,0.32776
2234.4,0.087369,1.8217,0.035479,0.66721,0,8.2022,0,0.0024202,0.0030103,0.00018721,30.185,0.25839
2237.8,0.045954,2.1055,0.020911,0.7255,0.005621,5.4593,0,0.00066339,0.00079677,0.0012397,25.29,0.063426
2241.2,0.024766,2.7522,0.0070703,0.77352,0.01168,4.3903,0,0.0015273,0.00051833,0.0013776,16.645,0.13135
2244.5,0.010966,1.9364,0,0.80344,0.0075322,1.6134,0,0.001467,0.0041979,0.00078984,5.7936,0.38395
2247.8,0.0097061,1.0251,0,0.70324,0.0049975,0.35421,0,0.0017849,0.0089666,0.0010948,4.0916,0.41725
2251.2,0.0059823,1.0838,0,0.19688,0.0071362,0.53829,0,0.0069806,0.0035839,0.00064305,4.4318,0.35708
2254.6,0.0054044,0.25311,0,0.21738,0.032197,0.39989,0,0.017548,0.03033,0.00096434,4.9223,0.3154
2257.9,0.0044595,0.12391,0,0.33804,0.018891,0.48351,0,0.023994,0.044058,0.0010451,5.6503,0.29127
2261.3,0.0035487,0.024594,0.00045171,0.31858,0.023655,0.031723,0,0.007608,0.0046163,1.11E-05,5.6995,0.24367
2264.6,0.0065356,0.00512,0.082997,0.35915,0.43853,0.10305,0,0.0040854,0.022004,0.00072239,4.5715,0.1394
2267.9,0.0040512,0.0037824,0.62726,0.50891,0.036949,0.17892,0,0.012626,0.036054,0.0014692,11.996,0.13219
2271.3,0.00094527,0.0011452,0.39129,0.39723,0.0044575,1.1484,0,0.01882,0.045144,0.0019976,121.92,0.57459
2274.7,0.00048456,9.71E-06,0.2893,0.37877,0.039596,1.6777,0,0.0023068,0.0022609,2.49E-05,186.38,0.78928
2278,0,0.00372,0.10743,0.14207,0.085896,0.88715,0,0.00156,0.006547,0,192.69,0.36125
2281.3,0,0.0003019,0.1811,0.18124,0.029742,0.1332,0,0.0019018,0.0019223,0,193.97,0.093606
2284.7,0,0.032543,1.4693,0.35922,0.053174,0.091774,0,0.0017754,0.0013217,0.00054126,124.22,2.4638
2288.1,0,0.0043221,0.23784,0.38745,0.15373,0.25163,0,0.00069575,0.011457,0.0011496,64.898,4.4785
2291.4,0,0,0.022811,0.33371,0.051013,0.13827,5.49,0.0010434,0.010129,0.0001248,70.901,3.2184
2294.8,0,0.013124,0.016243,0.36297,0.038375,0.12237,1.3235,0.21711,0.017961,0.08773,77.42,1.4724
2298.1,5.01E-07,0.0073465,0.080077,0.32367,0.021422,0.059322,186.3,0.011439,0.017176,0.0049143,69.035,0.7258
2301.4,0.00041768,0.0057827,0.67551,0.29241,0.0032314,0.0083026,151.08,0.010666,0.014697,0.0036123,52.516,0.29084
2308.2,0.00062384,0.0038901,7.9684,0.27035,0.0054544,0.70327,18.934,0.020548,0.010236,0.00032578,23.788,0.21085
2311.5,0,0.0027013,15.812,0.23156,0.03756,0.43412,0.8103,0.024981,0.0073725,0.00021085,26.537,0.21
2314.8,0,0.00037245,18.173,0.23736,0.037977,0.0091064,0.98868,0.026023,0.0040296,0.0012397,34.424,0.21
2318.2,0.00075996,0.00044268,1.2248,0.32679,0,0.18306,0.40083,0.07053,0.0052949,0.0011664,36.897,0.23342
2321.6,0.0099992,0.00070507,1.2535,0.28566,0.055058,0.44092,0.20946,0.090024,0.0097949,0,37.894,0.2996
2324.9,0.014749,0.00045481,2.5349,0.18133,0.14912,0.207,1.6427,0.1167,0.010317,0.0005184,37.072,0.28104
2328.3,8.62E-06,0.00014657,1.3073,0.17489,0.092338,0.092841,4.7124,0.33546,0.0084668,0.0018043,32.448,0.17373
2331.6,0.00073629,7.31E-05,0.48621,0.20745,0.073807,0.059225,5.7719,0.22598,0.020568,0.0001248,26.377,0.33816
2334.9,0.0054213,0,0.045247,0.23158,0.13975,0.27827,0.89783,0.17524,0.023307,0.0011496,41.73,0.31894
2338.3,0.00018449,1.24E-06,0.3424,0.22659,0.12623,0.092631,0.012432,0.067333,0.019958,0.00054126,83.282,0.20874
2341.7,4.30E-05,0.00014338,0.050964,0.20282,0.049372,0.12057,0.42598,0.012359,0.016017,0,122.27,0.10229
2345,4.30E-05,0.000744,0.0425,0.15571,0,0.1003,0.222,0.010518,0.013878,0,131.8,0.067141
2348.3,0.00096867,0.0026018,0.077229,0.29159,0,0.10285,0.34525,0.01564,0.011703,6.33E-06,120.86,0.058761
2351.7,0.0003987,0.0032828,0.10302,0.31807,0,0.065749,0,0.0092281,0.013775,0.00034799,99.657,0.051794
2355.1,2.53E-05,0.0037794,0.17614,0.39088,0,0.11881,0,0.0050272,0.015133,0.00052955,73.582,0.046476
2358.4,0,0.0037146,0.20256,0.46012,0,0.12536,0,0.0061696,0.015039,0.00096077,48.588,0.042853
2361.8,0,0.0034117,0.2181,0.50897,0,0.1261,0,0.010558,0.014467,0.0017512,28.286,0.040665
2365.1,0,0.0030698,0.24762,0.42726,0,0.12726,0,0.0153,0.013922,0.0026162,18.791,0.040061
2368.4,0.0019327,0.0027166,0.15221,0.2406,0,0.14201,0,0.022998,0.0084437,0.006273,15.846,0.093674
2371.8,0.0020733,0.0033496,0.017986,0.25939,0,0.15877,0,0.011575,0.0087267,0.001896,14.079,0.18679
2375.2,0.00033574,0.0038774,0.077512,0.26823,0,0.17311,0,0.032518,0.026094,0.01099,14.631,0.23696
2378.5,0,0.0012995,0.084922,0.21616,0,0.16949,0,0.063068,0.025774,0.0049969,16.185,0.27304
2381.8,0,0.00021353,0.065213,0.18146,0,0.15796,0,0.11288,0.016807,0.0019776,13.22,0.34404
2385.2,0,0.000279,0.050224,0.14495,0,0.32721,0,0.068813,0.0079641,0.0017103,7.9895,0.41612
2388.6,0,0.00051803,0.068649,0.1269,0,0.25405,0.17092,0.074922,0.0080899,0.0021899,8.6932,0.32652
2391.9,0,0.00078827,0.22273,0.075756,0,0.074181,0.16705,0.063857,0.011172,0.0018899,11.59,0.12916
2395.3,0,0.0011021,0.34461,0.086667,0,0.084398,0,0.019084,0.014118,0.00084036,14.661,0.079349
2398.6,0,0.0015279,0.30778,0.16546,0,0.1712,0,0.027016,0.012814,0.0012,18.221,0.061884
2401.9,0,0.0019833,0.14857,0.12068,0,0.35462,0,0.0048299,0.0065205,0.0009408,23.208,0.067815
2405.3,0,0.0029839,0.085014,0.14558,0.026242,0.41811,0,0.020027,0.010482,0.00014893,29.753,0.11849
2408.7,0,0.001233,0.30779,0.11078,0.10064,0.033115,0.03062,0.01278,0.010264,0.00051724,30.462,0.52775
2412,0,0.00074993,1.2803,0.12227,0.063619,0.019884,0.18731,0.0005913,0.0056431,0,27.252,2.0152
2415.3,0,0.0016251,0.070143,0.24337,0.05902,0.060326,0.0046092,0.00090994,0.004968,0,22.327,2.2805
2418.7,0,0.0023878,0.064094,0.10721,0.053591,0.030591,0.35993,0.0023285,0.0037225,0,13.195,0.98081
2422.1,5.74E-06,0.0020488,0.024377,0.12419,0.043719,0.030638,0.7966,0.013803,0.0013627,0,10.327,0.48374
2425.4,0.0017107,0.0041083,0.291,0.13244,0.035659,0.072555,0.41088,0.0079104,0.00095172,1.68E-05,12.756,0.5329
2428.8,1.28E-05,0.0099043,0.21903,0.14865,0.12597,0.27393,14.568,0.023809,0.0012679,0.00059565,17.9,0.64169
2432.1,0,0.014875,0.15045,0.25277,0.023215,0.067388,0,0.015435,0.0017176,2.21E-06,34.652,1.0281
2435.4,0,0.011886,0.061007,0.25265,0.067901,3.4188,0,0.051957,0.00051776,0.0011271,43.853,1.2456
2438.8,0,0.0094862,0.04008,0.25214,0.000902,4.183,0,0.013647,0.003016,0.00063772,25.198,0.96964
2442.2,0,0.0029741,0.064192,0.25105,0,4.0848,0,0.020232,0.061144,4.03E-05,10.542,0.66004
2445.5,0,7.47E-05,0.055697,0.24924,0,3.3269,0,0.0015598,0.0050074,0,10.918,0.50112
2448.8,0,0.0016449,0.04667,0.24651,0,1.0691,0,0.15124,0.0024179,0.00035374,11.414,0.39941
2452.2,0,0.0022876,0.028805,0.24253,0.023146,1.2044,0,0.20371,0.0056491,0.0004704,11.073,0.42047
2455.6,0,0.00032873,0.012182,0.21585,0.12476,4.3847,0,0.012075,0.0080042,0.0009072,9.7185,0.48873
2458.9,0,0.00041458,0.047662,0.39576,0.12824,0.11044,0.80118,0.0071926,0.0042168,0.0012799,8.1418,0.47509
2462.3,0,0.00018407,0.029783,0.31531,0.12135,0.19722,2.4404,0.015179,0.001764,0,6.7482,0.45112
2465.6,0,0.00025668,0.049628,0.17407,0.11547,0.29089,1.2689,0.012551,0.0024393,0,6.8958,0.48737
2468.9,0.00020351,0.00079605,0.11103,0.15487,0.076212,0.31779,0,0.005073,0.0032591,0,7.6316,0.56204
2472.3,0.00026374,0.00078098,0.21788,0.15034,0.066778,0.18015,0,0.011878,0.0046711,0,10.277,0.55856
2475.7,0,0.00057756,0.25367,0.14715,0.065676,0,0,0.050961,0.0059838,0,15.187,0.52659
2479,0.00035417,0.00073367,0.19308,0.154,0,0,0,0.036376,0.0041259,0,13.304,0.51651
2482.3,0.0013288,0.00099922,0.096925,0.16636,0.11065,0.1492,0.13611,0.0092572,0.0030227,0,4.9466,0.51294
2485.7,0.001221,0.00094412,0.14254,0.14508,0.017808,0.0047391,5.3744,0.015545,0.0026105,0.0001176,3.6286,0.50423
2489.1,0.00032387,0.00058694,0,0.13103,0,0,5.0304,0.011148,0.0041371,0.0015141,6.7221,0.48544
2492.4,0.0007616,0.0010425,0.060762,0.14755,0.013744,0.028633,2.5792,0.0041561,0.0078458,0.0021504,10.237,0.46168
2495.8,0,0.0016721,0.50883,0.1311,0.12874,0.26145,0.12323,0.0031696,0.0079551,0,15.19,0.42705
2499.1,0,0.0018731,0.17466,0.15296,0.11362,0.19013,0.66922,0.0070045,0.0049987,0,20.062,0.3927
2502.4,0,0.0020917,0,0.16324,0.10579,0.11437,0.93725,0.0089908,0.0025547,0,23.644,0.36735
2505.8,0,0.0024834,0,0.11014,0.111,0.039819,0.13856,0.0075966,0.0012286,0,24.026,0.37902
2509.2,0,0.002154,0,0.12993,0.12942,0.049873,0,0.0012037,0.0012306,0,12.77,0.71128
2512.5,0.00078704,0.009513,0.0063397,0.19288,0.12713,0.11419,0,0.0033276,0.017792,0,5.3547,0.95196
2515.8,1.08E-05,0.026434,0.015583,0.11628,0.12041,0.18911,0,0.0055054,0.046975,0,4.214,1.0158
2519.2,0,0.16545,0.0097913,0.14471,0.081911,0.18165,0,0.0014904,0.0060739,0,3.8103,1.0399
2522.6,0,0.37765,0.00027619,0.14178,0.021587,0.16863,0,0.0053186,0.10235,0,3.9131,1.0163
2525.9,0,0.18284,0.0043442,0.10976,0.053179,2.5211,0,0.0028274,0.024873,0,4.1701,0.96199
2529.3,0,0.055108,0.012717,0.1326,0.11747,6.8726,0,0.0037964,0.040828,0,7.0723,0.69222
2532.6,0,0.035244,0.0037755,0.16717,0.034574,8.3226,0,0.0011411,0.016244,0,10.388,0.40774
2535.9,0,0.034871,0,0.20583,0,8.0304,0,0.00021142,0.0020002,0,10.648,0.38073
2539.3,0,0.026638,0,0.24786,0.0089955,5.8026,0,0.00064399,0.0019047,0,10.785,0.37033
2542.7,0,0.072812,1.7772,0.1683,0.17969,1.3457,0,0.00029804,0.0028334,0,11.723,0.42636
2546,0,0.064247,2.4983,0.11988,0.23217,0.13054,0,0.00054366,0.0062099,0,13.109,0.53058
2549.3,0.00017626,0.022181,1.0201,0.13826,0.095623,0.15726,0,0.0034943,0.0071759,0,11.919,0.44138
2552.7,0.00026913,0.020883,0.12724,0.13086,0.01225,0.10291,0,0.0034982,0.0030157,0,8.2925,0.17101
2556.1,0,0.037005,0,0.12351,0,0,0,0.0012463,0.001429,0,7.1357,0.091605
2559.4,0,0.23318,0,0.13031,0.017163,0.083267,3.903,0.0055466,0.0033163,0,6.6907,0.063739
2562.8,0,0.41041,0.10248,0.11257,0.068781,0.39199,13.336,0.012075,0.0064197,0,7.7296,0.089342
2566.1,0,0.33495,0.52204,0.1545,0.08843,0.3847,6.5069,0.018213,0.0090256,0,12.109,0.22691
2569.4,0,0.098091,0.13518,0.10536,0.13519,0.067072,0,0.0037758,0.030283,0,13.056,0.34505
2572.8,0,0.10957,0,0.24074,0.097238,0.30598,0.37731,0.012269,0.0037408,0,11.326,0.45177
2576.2,0,0.064793,0,0.17026,0.06658,0.40538,5.9697,0.016668,0.00606,0,10.514,0.4636
2579.5,0,0.041689,0,0.10476,0.036729,0.49771,11.21,0.023102,0.0040413,0,10.382,0.33122
2582.8,0,0.039224,0,0.12352,0.11831,0.0037704,10.138,0.029624,0.0017644,0,10.198,0.30403
2586.2,0,0.014219,0.0019082,0.085589,0.073534,0.024202,4.7203,0.0078002,0.0027797,0,9.8197,0.87912
2589.6,0,0.012269,0.25583,0.089135,0.036802,0.042102,0.088523,0.0016693,0.018792,0,9.2495,1.1855
2592.9,0,0.019159,0.025348,0.10538,0.0083104,0.16789,0,0.0070374,0.0073519,0.00058192,8.0515,0.5193
2596.3,0,0.023381,0.00075362,0.71367,0.065732,0.10423,0,0.017501,0.10398,0.0011687,7.4228,0.03
2599.6,0,0.029318,0,0.22402,0.10489,0.062063,0,0.0084332,0.020313,0.00062916,15.406,0.03
2602.9,0,0.038975,0,0.15304,0.082597,0.071433,0,0.00087206,0.0016907,0.0015777,22.801,0.03
2606.3,0,0.050768,0,0.10957,0.052261,0.087423,0,0.0021199,0.0025075,0.001395,14.411,0.03281
2609.7,0,0.064387,0.1644,0.13802,0.011448,0.036764,0,0.0067671,0.0067914,0.00027789,4.5383,0.039358
2613,0,0.11928,0.64825,0.16511,0.058735,3.5009,0,0.019782,0.019861,0.0013333,4.9359,0.048309
2616.3,0,0.060254,0.27743,0.16126,0.030792,4.7216,0,0.010479,0.018055,0.00069902,5.6647,0.064975
2619.7,0,0.0037296,0,0.15509,0,4.102,5.1364,0.00068492,0.0054154,0,5.1795,0.15734
2623.1,0,0.001983,0,0.14815,0,4.1018,3.9635,0.0052028,0.0033645,0,4.2012,0.29989
2626.4,0,0.0025755,0.016043,0.14205,0.0028984,5.9543,9.9925,0.0068445,0.0026821,0,4.2205,0.29779
2629.8,1.83E-05,0.0032008,0.30816,0.13787,0.044669,4.0094,25.638,0.0059194,0.0032098,0,4.6129,0.25587
2633.1,2.99E-05,0.0022399,0.41387,0.14179,0.071984,0.061183,18.553,0.006276,0.0051575,0.00018284,6.0663,0.20411
2636.4,0,0.0016804,0,0.14167,0.025842,0.061183,0,0.0037978,0.0028802,0.00043095,9.6281,0.13891
2639.8,0,0.002515,0,0.098776,0.029364,0.057193,0,0.011538,0.0051333,0.00021049,11.912,0.1101
2643.2,0,0.0014956,0,0.11074,0.10493,0.018809,0,0.0092415,0.0065484,0.0010704,13.43,0.097894
2646.5,0,0.00071408,0.26459,0.18306,0.067864,0,0,0.017411,0.0054052,0.0006,13.461,0.0813
2649.8,0,9.37E-05,3.5577,0.063521,0.10656,0.0073944,0.045844,0.025602,0.0049195,0.00063223,11.441,0.058039
2653.1,0,0.00019315,1.6487,0.15895,0.13282,0.14308,0.88708,0.039033,0.006992,0.0012236,7.8175,0.030396
